Kσd ADM;Kσd obce;Nαzev obce;Kσd MOMC;Nαzev MOMC;Kσd obvodu Prahy;Nαzev obvodu Prahy;Kσd θαsti obce;Nαzev θαsti obce;Kσd ulice;Nαzev ulice;Typ SO;Θνslo domovnν;Θνslo orientaθnν;Znak θνsla orientaθnνho;PSΘ;Souψadnice Y;Souψadnice X;Platν Od
315044;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;8;;;39842;758016.75;1119387.50;2013-12-04T00:00:00
315052;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;9;;;39842;757963.81;1119424.50;2013-12-04T00:00:00
315061;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;10;;;39842;757991.25;1119372.88;2013-12-04T00:00:00
315079;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;11;;;39842;757996.38;1119349.38;2013-12-04T00:00:00
315095;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;13;;;39842;757992.93;1119328.08;2017-03-22T00:00:00
315109;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;14;;;39842;757980.00;1119327.00;2013-12-04T00:00:00
315117;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;15;;;39842;757978.06;1119302.50;2013-12-04T00:00:00
315125;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;16;;;39842;757965.25;1119290.38;2013-12-04T00:00:00
315133;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;17;;;39842;757929.13;1119221.25;2013-12-04T00:00:00
315141;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;18;;;39842;757902.69;1119147.00;2013-12-04T00:00:00
315150;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;19;;;39842;757979.88;1119467.00;2013-12-04T00:00:00
315168;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;20;;;39842;757816.66;1119048.44;2022-10-23T00:00:00
315176;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;21;;;39842;757843.50;1119101.63;2013-12-04T00:00:00
315184;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;22;;;39842;758162.75;1119528.02;2022-10-23T00:00:00
315192;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;23;;;39842;757930.50;1119214.25;2013-12-04T00:00:00
315206;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;24;;;39842;758045.38;1119468.63;2013-12-04T00:00:00
315214;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;25;;;39842;757903.44;1119237.88;2013-12-04T00:00:00
315222;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;26;;;39842;757999.56;1119415.31;2022-10-23T00:00:00
315231;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;28;;;39842;757940.25;1119318.75;2013-12-04T00:00:00
315249;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;29;;;39842;757958.37;1119341.49;2022-10-23T00:00:00
315257;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;30;;;39842;757961.69;1119373.88;2013-12-04T00:00:00
315265;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;31;;;39842;757985.00;1119398.38;2013-12-04T00:00:00
315273;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;32;;;39842;757931.94;1119371.25;2013-12-04T00:00:00
315281;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;33;;;39842;759030.81;1118935.77;2021-06-04T00:00:00
315290;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;34;;;39842;758981.57;1118904.83;2022-10-23T00:00:00
315303;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;35;;;39842;758010.00;1119462.63;2013-12-04T00:00:00
315311;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;36;;;39842;758020.82;1119454.94;2022-10-23T00:00:00
315320;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;37;;;39842;757969.44;1119465.13;2013-12-04T00:00:00
315338;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;38;;;39842;758053.42;1119449.47;2022-10-23T00:00:00
315346;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;39;;;39842;757828.25;1119089.50;2013-12-04T00:00:00
315354;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;40;;;39842;757947.55;1119325.69;2022-10-23T00:00:00
315362;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;41;;;39842;757965.25;1119307.75;2013-12-04T00:00:00
315371;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;43;;;39842;758215.81;1119353.63;2013-12-04T00:00:00
315389;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;45;;;39842;757893.69;1119297.38;2013-12-04T00:00:00
315397;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;46;;;39842;757860.63;1119137.50;2013-12-04T00:00:00
315401;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;47;;;39842;757987.63;1119387.00;2013-12-04T00:00:00
315419;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;48;;;39842;757797.43;1119056.70;2022-10-23T00:00:00
315427;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;49;;;39842;757862.50;1119087.13;2013-12-04T00:00:00
315435;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;50;;;39842;757857.00;1119079.50;2013-12-04T00:00:00
315443;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;51;;;39842;758052.34;1119504.39;2022-10-23T00:00:00
315451;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;52;;;39842;757930.29;1119198.97;2022-10-23T00:00:00
315460;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;53;;;39842;757896.50;1119260.25;2013-12-04T00:00:00
315478;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;54;;;39842;757897.69;1119268.50;2013-12-04T00:00:00
315486;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;55;;;39842;757780.69;1119020.00;2021-04-19T00:00:00
315494;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;56;;;39842;757851.60;1119130.26;2022-10-23T00:00:00
315516;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;58;;;39842;757912.19;1119213.38;2013-12-04T00:00:00
315524;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;60;;;39842;757927.94;1119297.63;2021-06-04T00:00:00
315532;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;62;;;39842;757895.81;1119281.63;2013-12-04T00:00:00
315541;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;63;;;39842;757904.81;1119225.50;2013-12-04T00:00:00
315559;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;64;;;39842;757845.88;1119076.63;2013-12-04T00:00:00
315567;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;65;;;39842;757881.29;1119114.82;2022-10-23T00:00:00
315575;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;66;;;39842;757844.25;1119125.06;2022-10-23T00:00:00
315583;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;67;;;39842;757873.19;1119149.75;2021-04-19T00:00:00
315591;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;68;;;39842;757881.06;1119157.50;2013-12-04T00:00:00
315605;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;69;;;39842;757888.69;1119167.25;2013-12-04T00:00:00
315613;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;70;;;39842;757994.44;1119460.21;2022-10-23T00:00:00
315621;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;71;;;39842;758126.44;1119426.75;2013-12-04T00:00:00
315630;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;72;;;39842;758102.06;1119431.75;2013-12-04T00:00:00
315648;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;73;;;39842;757897.00;1119182.50;2013-12-04T00:00:00
315656;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;74;;;39842;758091.19;1119435.88;2013-12-04T00:00:00
315664;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;75;;;39842;758073.31;1119439.63;2013-12-04T00:00:00
315672;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;76;;;39842;758141.55;1119393.98;2022-10-23T00:00:00
315699;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;78;;;39842;758085.31;1119483.88;2021-06-04T00:00:00
315702;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;79;;;39842;758193.50;1119505.30;2022-10-23T00:00:00
315711;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;80;;;39842;758195.09;1119510.36;2022-10-23T00:00:00
315729;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;81;;;39842;758172.13;1119581.38;2013-12-04T00:00:00
315737;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;82;;;39842;758166.50;1119591.75;2013-12-04T00:00:00
315745;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;83;;;39842;758067.06;1119501.75;2013-12-04T00:00:00
315753;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;87;;;39842;757957.31;1119504.66;2015-12-16T00:00:00
26833557;549975;Veselνθko;;;;;180823;Bilina;;;θ.p.;12;;;39843;757491.00;1120177.50;2013-12-04T00:00:00
27655598;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;92;;;39842;758330.84;1119371.66;2013-12-04T00:00:00
30938899;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;91;;;39842;758220.00;1119399.00;2013-12-04T00:00:00
30938902;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.ev.;1;;;39842;758988.00;1118877.00;2013-12-04T00:00:00
30938911;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.ev.;2;;;39842;758314.93;1119320.64;2017-03-22T00:00:00
30938929;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.ev.;3;;;39842;758308.96;1119323.67;2017-03-22T00:00:00
40146278;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;90;;;39842;758990.82;1118895.64;2017-03-22T00:00:00
72843942;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;93;;;39842;758024.96;1119395.92;2014-06-25T00:00:00
74260871;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.ev.;4;;;39842;758997.97;1118845.99;2015-11-16T00:00:00
85859320;549975;Veselνθko;;;;;180831;Veselνθko;;;θ.p.;94;;;39842;759023.95;1118807.03;2023-12-13T00:00:00
86123751;549975;Veselνθko;;;;;180823;Bilina;;;θ.p.;36;;;39843;757354.54;1120347.33;2024-04-10T00:00:00
87684861;549975;Veselνθko;;;;;180823;Bilina;;;θ.p.;38;;;39843;757487.32;1120069.49;2026-02-20T00:00:00
